binEndSec,binSec,matchNumber,passActive,second,shootActive,teamNumber
116,1,4,0.0,115,0.0,3759
117,1,4,0.0,116,0.0,3759
118,1,4,0.0,117,0.0,3759
119,1,4,0.0,118,0.0,3759
120,1,4,0.0,119,0.0,3759
121,1,4,0.0,120,0.0,3759
122,1,4,0.0,121,0.0,3759
123,1,4,0.0,122,0.0,3759
124,1,4,0.0,123,0.0,3759
125,1,4,0.0,124,0.0,3759
126,1,4,0.0,125,0.0,3759
127,1,4,0.0,126,0.0,3759
128,1,4,0.0,127,0.0,3759
129,1,4,0.0,128,0.0,3759
130,1,4,0.0,129,0.0,3759
131,1,4,0.0,130,0.0,3759
132,1,4,0.0,131,0.0,3759
133,1,4,0.0,132,0.0,3759
134,1,4,0.0,133,0.0,3759
135,1,4,0.0,134,0.0,3759
136,1,4,0.0,135,0.0,3759
137,1,4,0.0,136,0.0,3759
138,1,4,0.0,137,0.0,3759
139,1,4,0.0,138,0.0,3759
140,1,4,0.0,139,0.0,3759
141,1,4,0.0,140,0.0,3759
142,1,4,0.0,141,0.0,3759
143,1,4,0.0,142,0.0,3759
144,1,4,0.0,143,0.0,3759
145,1,4,0.0,144,0.0,3759
146,1,4,0.0,145,0.0,3759
147,1,4,0.0,146,0.0,3759
148,1,4,0.0,147,0.0,3759
149,1,4,0.0,148,0.0,3759
150,1,4,0.0,149,0.0,3759
151,1,4,0.0,150,0.0,3759
152,1,4,0.0,151,0.0,3759
153,1,4,0.0,152,0.0,3759
154,1,4,0.0,153,0.0,3759
155,1,4,0.0,154,0.0,3759
156,1,4,0.0,155,0.0,3759
157,1,4,0.0,156,0.0,3759
158,1,4,0.0,157,0.0,3759
159,1,4,0.0,158,0.0,3759
160,1,4,0.0,159,0.0,3759
161,1,4,0.0,160,0.0,3759
162,1,4,0.0,161,0.0,3759
163,1,4,0.0,162,0.0,3759
1,1,8,0.0,0,0.0,9408
2,1,8,0.0,1,0.0,9408
3,1,8,0.0,2,0.0,9408
4,1,8,0.0,3,0.0,9408
5,1,8,0.0,4,0.0,9408
6,1,8,0.0,5,0.0,9408
7,1,8,0.0,6,0.0,9408
8,1,8,0.0,7,0.0,9408
9,1,8,0.0,8,0.0,9408
10,1,8,0.0,9,0.0,9408
11,1,8,0.0,10,0.0,9408
12,1,8,0.0,11,0.0,9408
13,1,8,0.0,12,0.0,9408
14,1,8,0.0,13,0.0,9408
15,1,8,0.0,14,0.0,9408
16,1,8,0.0,15,0.0,9408
17,1,8,0.0,16,0.0,9408
18,1,8,0.0,17,0.0,9408
19,1,8,0.0,18,0.0,9408
20,1,8,0.0,19,0.0,9408
21,1,8,0.0,20,0.0,9408
22,1,8,0.0,21,0.0,9408
23,1,8,0.0,22,0.0,9408
24,1,8,0.0,23,0.0,9408
25,1,8,0.0,24,0.0,9408
26,1,8,0.0,25,0.0,9408
27,1,8,0.0,26,0.0,9408
28,1,8,0.0,27,0.77,9408
29,1,8,0.0,28,0.0,9408
30,1,8,0.0,29,0.0,9408
31,1,8,0.0,30,0.0,9408
32,1,8,0.0,31,0.0,9408
33,1,8,0.0,32,0.0,9408
34,1,8,0.0,33,0.25,9408
35,1,8,0.0,34,1.0,9408
36,1,8,0.0,35,0.3,9408
37,1,8,0.0,36,0.0,9408
38,1,8,0.0,37,0.0,9408
39,1,8,0.0,38,0.0,9408
40,1,8,0.0,39,0.0,9408
41,1,8,0.0,40,0.0,9408
42,1,8,0.0,41,0.0,9408
43,1,8,0.0,42,0.0,9408
44,1,8,0.0,43,0.0,9408
45,1,8,0.0,44,0.0,9408
46,1,8,0.0,45,0.0,9408
47,1,8,0.0,46,0.0,9408
48,1,8,0.0,47,0.0,9408
49,1,8,0.0,48,0.45,9408
50,1,8,0.0,49,1.0,9408
51,1,8,0.0,50,1.0,9408
52,1,8,0.0,51,0.01,9408
53,1,8,0.0,52,0.0,9408
54,1,8,0.0,53,0.0,9408
55,1,8,0.0,54,0.0,9408
56,1,8,0.0,55,0.0,9408
57,1,8,0.0,56,0.0,9408
58,1,8,0.0,57,0.0,9408
59,1,8,0.0,58,0.0,9408
60,1,8,0.0,59,0.0,9408
61,1,8,0.0,60,0.0,9408
62,1,8,0.0,61,0.0,9408
63,1,8,0.0,62,0.0,9408
64,1,8,0.0,63,0.0,9408
65,1,8,0.0,64,0.0,9408
66,1,8,0.0,65,0.0,9408
67,1,8,0.0,66,0.0,9408
68,1,8,0.0,67,0.0,9408
69,1,8,0.0,68,0.0,9408
70,1,8,0.0,69,0.0,9408
71,1,8,0.0,70,0.0,9408
72,1,8,0.0,71,0.0,9408
73,1,8,0.0,72,0.0,9408
74,1,8,0.0,73,0.0,9408
75,1,8,0.0,74,0.0,9408
76,1,8,0.0,75,0.0,9408
77,1,8,0.0,76,0.0,9408
78,1,8,0.0,77,0.0,9408
79,1,8,0.0,78,0.0,9408
80,1,8,0.0,79,0.0,9408
81,1,8,0.0,80,0.0,9408
82,1,8,0.0,81,0.0,9408
83,1,8,0.0,82,0.0,9408
84,1,8,0.0,83,0.0,9408
85,1,8,0.0,84,0.05,9408
86,1,8,0.0,85,1.0,9408
87,1,8,0.0,86,0.5,9408
88,1,8,0.0,87,0.0,9408
89,1,8,0.0,88,0.0,9408
90,1,8,0.0,89,0.0,9408
91,1,8,0.0,90,0.0,9408
92,1,8,0.0,91,0.0,9408
93,1,8,0.0,92,0.0,9408
94,1,8,0.0,93,0.0,9408
95,1,8,0.0,94,0.0,9408
96,1,8,0.0,95,0.0,9408
97,1,8,0.0,96,0.0,9408
98,1,8,0.0,97,0.0,9408
99,1,8,0.3,98,0.0,9408
100,1,8,0.0,99,0.0,9408
101,1,8,0.0,100,0.0,9408
102,1,8,0.0,101,0.0,9408
103,1,8,0.0,102,0.0,9408
104,1,8,0.0,103,0.0,9408
105,1,8,0.0,104,0.0,9408
106,1,8,0.0,105,0.0,9408
107,1,8,0.0,106,0.0,9408
108,1,8,0.0,107,0.0,9408
109,1,8,0.0,108,0.0,9408
110,1,8,0.0,109,0.0,9408
111,1,8,0.0,110,0.0,9408
112,1,8,0.0,111,0.0,9408
113,1,8,0.0,112,0.0,9408
114,1,8,0.0,113,0.0,9408
115,1,8,0.0,114,0.0,9408
116,1,8,0.0,115,0.0,9408
117,1,8,0.0,116,0.0,9408
118,1,8,0.0,117,0.0,9408
119,1,8,0.0,118,0.0,9408
120,1,8,0.0,119,0.0,9408
121,1,8,0.0,120,0.0,9408
122,1,8,0.0,121,0.0,9408
123,1,8,0.0,122,0.0,9408
124,1,8,0.0,123,0.0,9408
125,1,8,0.0,124,0.0,9408
126,1,8,0.0,125,0.0,9408
127,1,8,0.0,126,0.0,9408
128,1,8,0.0,127,0.0,9408
129,1,8,0.0,128,0.0,9408
130,1,8,0.0,129,0.0,9408
131,1,8,0.0,130,0.0,9408
132,1,8,0.0,131,0.0,9408
133,1,8,0.0,132,0.0,9408
134,1,8,0.0,133,0.0,9408
135,1,8,0.0,134,0.0,9408
136,1,8,0.0,135,0.0,9408
137,1,8,0.0,136,0.0,9408
138,1,8,0.05,137,0.0,9408
139,1,8,0.56,138,0.0,9408
140,1,8,0.0,139,0.0,9408
141,1,8,0.0,140,0.0,9408
142,1,8,0.0,141,0.0,9408
143,1,8,0.0,142,0.0,9408
144,1,8,0.0,143,0.0,9408
145,1,8,0.0,144,0.0,9408
146,1,8,0.0,145,0.0,9408
147,1,8,0.0,146,0.0,9408
148,1,8,0.0,147,0.0,9408
149,1,8,0.0,148,0.0,9408
150,1,8,0.0,149,0.0,9408
151,1,8,0.0,150,0.0,9408
152,1,8,0.0,151,0.0,9408
153,1,8,0.0,152,0.0,9408
154,1,8,0.0,153,0.0,9408
155,1,8,0.0,154,0.0,9408
156,1,8,0.0,155,0.0,9408
157,1,8,0.0,156,0.0,9408
158,1,8,0.2,157,0.0,9408
159,1,8,0.1,158,0.0,9408
160,1,8,0.0,159,0.0,9408
161,1,8,0.0,160,0.0,9408
162,1,8,0.0,161,0.0,9408
163,1,8,0.0,162,0.0,9408
1,1,14,0.0,0,0.0,5857
2,1,14,0.0,1,0.0,5857
3,1,14,0.0,2,0.0,5857
4,1,14,0.0,3,0.0,5857
5,1,14,0.0,4,0.0,5857
6,1,14,0.0,5,0.0,5857
7,1,14,0.0,6,0.0,5857
8,1,14,0.0,7,0.0,5857
9,1,14,0.0,8,0.0,5857
10,1,14,0.0,9,0.0,5857
11,1,14,0.0,10,0.0,5857
12,1,14,0.0,11,0.0,5857
13,1,14,0.0,12,0.0,5857
14,1,14,0.0,13,0.0,5857
15,1,14,0.0,14,0.0,5857
16,1,14,0.0,15,0.0,5857
17,1,14,0.0,16,0.0,5857
18,1,14,0.0,17,0.0,5857
19,1,14,0.0,18,0.0,5857
20,1,14,0.0,19,0.0,5857
21,1,14,0.0,20,0.0,5857
22,1,14,0.0,21,0.0,5857
23,1,14,0.0,22,0.0,5857
24,1,14,0.0,23,0.0,5857
25,1,14,0.0,24,0.0,5857
26,1,14,0.0,25,0.0,5857
27,1,14,0.0,26,0.0,5857
28,1,14,0.0,27,0.0,5857
29,1,14,0.0,28,0.2,5857
30,1,14,0.0,29,0.0,5857
31,1,14,0.0,30,0.0,5857
32,1,14,0.0,31,0.95,5857
33,1,14,0.0,32,0.0,5857
34,1,14,0.0,33,0.0,5857
35,1,14,0.0,34,0.0,5857
36,1,14,0.0,35,0.0,5857
37,1,14,0.0,36,0.0,5857
38,1,14,0.0,37,0.0,5857
39,1,14,0.0,38,0.0,5857
40,1,14,0.0,39,0.0,5857
41,1,14,0.0,40,0.0,5857
42,1,14,0.0,41,0.0,5857
43,1,14,0.0,42,0.0,5857
44,1,14,0.0,43,0.0,5857
45,1,14,0.0,44,0.0,5857
46,1,14,0.0,45,0.0,5857
47,1,14,0.0,46,0.0,5857
48,1,14,0.0,47,0.0,5857
49,1,14,0.0,48,0.0,5857
50,1,14,0.0,49,0.0,5857
51,1,14,0.0,50,0.0,5857
52,1,14,0.0,51,0.0,5857
53,1,14,0.0,52,0.0,5857
54,1,14,0.0,53,0.0,5857
55,1,14,0.0,54,0.0,5857
56,1,14,0.0,55,0.0,5857
57,1,14,0.0,56,0.0,5857
58,1,14,0.0,57,0.0,5857
59,1,14,0.0,58,0.0,5857
60,1,14,0.0,59,0.0,5857
61,1,14,0.0,60,0.0,5857
62,1,14,0.0,61,0.0,5857
63,1,14,0.0,62,0.0,5857
64,1,14,0.0,63,0.0,5857
65,1,14,0.0,64,0.0,5857
66,1,14,0.0,65,0.0,5857
67,1,14,0.0,66,0.0,5857
68,1,14,0.0,67,0.0,5857
69,1,14,0.0,68,0.0,5857
70,1,14,0.0,69,0.0,5857
71,1,14,0.0,70,0.0,5857
72,1,14,0.0,71,0.0,5857
73,1,14,0.0,72,0.0,5857
74,1,14,0.0,73,0.0,5857
75,1,14,0.0,74,0.0,5857
76,1,14,0.0,75,0.0,5857
77,1,14,0.0,76,0.0,5857
78,1,14,0.0,77,0.0,5857
79,1,14,0.0,78,0.0,5857
80,1,14,0.0,79,0.0,5857
81,1,14,0.0,80,0.0,5857
82,1,14,0.0,81,0.0,5857
83,1,14,0.0,82,0.0,5857
84,1,14,0.0,83,0.0,5857
85,1,14,0.0,84,0.0,5857
86,1,14,0.0,85,0.0,5857
87,1,14,0.0,86,0.0,5857
88,1,14,0.0,87,0.0,5857
89,1,14,0.0,88,0.0,5857
90,1,14,0.0,89,0.0,5857
91,1,14,0.0,90,0.0,5857
92,1,14,0.0,91,0.0,5857
93,1,14,0.0,92,0.0,5857
94,1,14,0.0,93,0.0,5857
95,1,14,0.0,94,0.0,5857
96,1,14,0.0,95,0.0,5857
97,1,14,0.0,96,0.0,5857
98,1,14,0.0,97,0.0,5857
99,1,14,0.0,98,0.0,5857
100,1,14,0.0,99,0.0,5857
101,1,14,0.0,100,0.0,5857
102,1,14,0.0,101,0.0,5857
103,1,14,0.0,102,0.0,5857
104,1,14,0.0,103,0.0,5857
105,1,14,0.0,104,0.0,5857
106,1,14,0.0,105,0.0,5857
107,1,14,0.0,106,0.0,5857
108,1,14,0.0,107,0.0,5857
109,1,14,0.0,108,0.0,5857
110,1,14,0.0,109,0.0,5857
111,1,14,0.0,110,0.0,5857
112,1,14,0.0,111,0.0,5857
113,1,14,0.0,112,0.0,5857
114,1,14,0.0,113,0.0,5857
115,1,14,0.0,114,0.0,5857
116,1,14,0.0,115,0.0,5857
117,1,14,0.0,116,0.0,5857
118,1,14,0.0,117,0.0,5857
119,1,14,0.0,118,0.0,5857
120,1,14,0.0,119,0.0,5857
121,1,14,0.0,120,0.0,5857
122,1,14,0.0,121,0.0,5857
123,1,14,0.0,122,0.0,5857
124,1,14,0.0,123,0.0,5857
125,1,14,0.0,124,0.0,5857
126,1,14,0.0,125,0.0,5857
127,1,14,0.0,126,0.0,5857
128,1,14,0.0,127,0.0,5857
129,1,14,0.0,128,0.0,5857
130,1,14,0.0,129,0.0,5857
131,1,14,0.0,130,0.0,5857
132,1,14,0.0,131,0.0,5857
133,1,14,0.0,132,0.0,5857
134,1,14,0.0,133,0.0,5857
135,1,14,0.0,134,0.0,5857
136,1,14,0.0,135,0.0,5857
137,1,14,0.0,136,0.0,5857
138,1,14,0.0,137,0.0,5857
139,1,14,0.0,138,0.0,5857
140,1,14,0.0,139,0.0,5857
141,1,14,0.0,140,0.0,5857
142,1,14,0.0,141,0.0,5857
143,1,14,0.0,142,0.0,5857
144,1,14,0.0,143,0.0,5857
145,1,14,0.0,144,0.0,5857
146,1,14,0.0,145,0.0,5857
147,1,14,0.0,146,0.0,5857
148,1,14,0.0,147,0.0,5857
149,1,14,0.0,148,0.0,5857
150,1,14,0.0,149,0.0,5857
151,1,14,0.0,150,0.0,5857
152,1,14,0.0,151,0.0,5857
153,1,14,0.0,152,0.0,5857
154,1,14,0.0,153,0.0,5857
155,1,14,0.0,154,0.0,5857
156,1,14,0.0,155,0.0,5857
157,1,14,0.0,156,0.0,5857
158,1,14,0.0,157,0.0,5857
159,1,14,0.0,158,0.0,5857
160,1,14,0.0,159,0.0,5857
161,1,14,0.0,160,0.0,5857
162,1,14,0.0,161,0.0,5857
163,1,14,0.0,162,0.0,5857
1,1,14,0.0,0,0.0,1159
2,1,14,0.0,1,0.0,1159
3,1,14,0.0,2,0.0,1159
4,1,14,0.0,3,0.0,1159
5,1,14,0.0,4,0.0,1159
6,1,14,0.0,5,0.0,1159
7,1,14,0.0,6,0.0,1159
8,1,14,0.0,7,0.0,1159
9,1,14,0.0,8,0.0,1159
10,1,14,0.0,9,0.0,1159
11,1,14,0.0,10,0.0,1159
12,1,14,0.0,11,0.0,1159
13,1,14,0.0,12,0.0,1159
14,1,14,0.0,13,0.0,1159
15,1,14,0.0,14,0.0,1159
16,1,14,0.0,15,0.0,1159
17,1,14,0.0,16,0.0,1159
18,1,14,0.0,17,0.0,1159
19,1,14,0.0,18,0.0,1159
20,1,14,0.0,19,0.0,1159
21,1,14,0.0,20,0.0,1159
22,1,14,0.0,21,0.0,1159
23,1,14,0.0,22,0.0,1159
24,1,14,0.0,23,0.0,1159
25,1,14,0.0,24,0.0,1159
26,1,14,0.0,25,0.0,1159
27,1,14,0.0,26,0.0,1159
28,1,14,0.0,27,0.0,1159
29,1,14,0.0,28,0.12,1159
30,1,14,0.0,29,0.0,1159
31,1,14,0.0,30,0.69,1159
32,1,14,0.0,31,1.0,1159
33,1,14,0.0,32,1.0,1159
34,1,14,0.0,33,1.0,1159
35,1,14,0.0,34,0.3,1159
36,1,14,0.0,35,0.49,1159
37,1,14,0.0,36,1.0,1159
38,1,14,0.0,37,1.0,1159
39,1,14,0.0,38,0.12,1159
40,1,14,0.0,39,0.0,1159
41,1,14,0.0,40,0.0,1159
42,1,14,0.0,41,0.0,1159
43,1,14,0.0,42,0.0,1159
44,1,14,0.0,43,0.0,1159
45,1,14,0.0,44,0.0,1159
46,1,14,0.0,45,0.0,1159
47,1,14,0.0,46,0.0,1159
48,1,14,0.0,47,0.0,1159
49,1,14,0.0,48,0.0,1159
50,1,14,0.0,49,0.0,1159
51,1,14,0.0,50,0.0,1159
52,1,14,0.0,51,0.0,1159
53,1,14,0.0,52,0.0,1159
54,1,14,0.0,53,0.0,1159
55,1,14,0.0,54,0.0,1159
56,1,14,0.0,55,0.0,1159
57,1,14,0.0,56,0.0,1159
58,1,14,0.0,57,0.0,1159
59,1,14,0.0,58,0.0,1159
60,1,14,0.0,59,0.0,1159
61,1,14,0.0,60,0.0,1159
62,1,14,0.0,61,0.0,1159
63,1,14,0.0,62,0.0,1159
64,1,14,0.0,63,0.0,1159
65,1,14,0.0,64,0.0,1159
66,1,14,0.0,65,0.0,1159
67,1,14,0.0,66,0.0,1159
68,1,14,0.0,67,0.0,1159
69,1,14,0.0,68,0.0,1159
70,1,14,0.0,69,0.0,1159
71,1,14,0.0,70,0.0,1159
72,1,14,0.0,71,0.0,1159
73,1,14,0.0,72,0.0,1159
74,1,14,0.0,73,0.0,1159
75,1,14,0.0,74,0.0,1159
76,1,14,0.0,75,0.0,1159
77,1,14,0.0,76,0.0,1159
78,1,14,0.0,77,0.0,1159
79,1,14,0.0,78,0.0,1159
80,1,14,0.0,79,0.0,1159
81,1,14,0.0,80,0.0,1159
82,1,14,0.0,81,0.0,1159
83,1,14,0.0,82,0.0,1159
84,1,14,0.0,83,0.0,1159
85,1,14,0.0,84,0.0,1159
86,1,14,0.0,85,0.0,1159
87,1,14,0.0,86,0.0,1159
88,1,14,0.0,87,0.0,1159
89,1,14,0.0,88,0.0,1159
90,1,14,0.0,89,0.0,1159
91,1,14,0.0,90,0.0,1159
92,1,14,0.0,91,0.0,1159
93,1,14,0.0,92,0.0,1159
94,1,14,0.0,93,0.0,1159
95,1,14,0.0,94,0.0,1159
96,1,14,0.0,95,0.0,1159
97,1,14,0.0,96,0.0,1159
98,1,14,0.0,97,0.0,1159
99,1,14,0.0,98,0.0,1159
100,1,14,0.0,99,0.0,1159
101,1,14,0.0,100,0.0,1159
102,1,14,0.0,101,0.0,1159
103,1,14,0.0,102,0.0,1159
104,1,14,0.0,103,0.0,1159
105,1,14,0.0,104,0.0,1159
106,1,14,0.0,105,0.0,1159
107,1,14,0.0,106,0.0,1159
108,1,14,0.0,107,0.0,1159
109,1,14,0.0,108,0.0,1159
110,1,14,0.0,109,0.0,1159
111,1,14,0.0,110,0.0,1159
112,1,14,0.0,111,0.0,1159
113,1,14,0.0,112,0.0,1159
114,1,14,0.0,113,0.0,1159
115,1,14,0.0,114,0.0,1159
116,1,14,0.0,115,0.0,1159
117,1,14,0.0,116,0.0,1159
118,1,14,0.0,117,0.0,1159
119,1,14,0.0,118,0.0,1159
120,1,14,0.0,119,0.0,1159
121,1,14,0.0,120,0.0,1159
122,1,14,0.0,121,0.0,1159
123,1,14,0.0,122,0.0,1159
124,1,14,0.0,123,0.0,1159
125,1,14,0.0,124,0.0,1159
126,1,14,0.0,125,0.0,1159
127,1,14,0.0,126,0.13,1159
128,1,14,0.0,127,0.02,1159
129,1,14,0.0,128,0.0,1159
130,1,14,0.0,129,0.0,1159
131,1,14,0.0,130,0.0,1159
132,1,14,0.0,131,0.0,1159
133,1,14,0.0,132,0.0,1159
134,1,14,0.0,133,0.0,1159
135,1,14,0.0,134,0.0,1159
136,1,14,0.0,135,0.0,1159
137,1,14,0.0,136,0.0,1159
138,1,14,0.0,137,0.0,1159
139,1,14,0.0,138,0.0,1159
140,1,14,0.0,139,0.0,1159
141,1,14,0.0,140,0.0,1159
142,1,14,0.0,141,0.0,1159
143,1,14,0.0,142,0.0,1159
144,1,14,0.0,143,0.0,1159
145,1,14,0.0,144,0.0,1159
146,1,14,0.0,145,0.0,1159
147,1,14,0.0,146,0.0,1159
148,1,14,0.0,147,0.0,1159
149,1,14,0.0,148,0.0,1159
150,1,14,0.0,149,0.0,1159
151,1,14,0.0,150,0.0,1159
152,1,14,0.0,151,0.0,1159
153,1,14,0.0,152,0.0,1159
154,1,14,0.0,153,0.0,1159
155,1,14,0.0,154,0.0,1159
156,1,14,0.0,155,0.0,1159
157,1,14,0.0,156,0.0,1159
158,1,14,0.0,157,0.0,1159
159,1,14,0.0,158,0.0,1159
160,1,14,0.0,159,0.0,1159
161,1,14,0.0,160,0.0,1159
162,1,14,0.0,161,0.0,1159
163,1,14,0.0,162,0.0,1159
1,1,15,0.0,0,0.0,5124
2,1,15,0.0,1,0.0,5124
3,1,15,0.0,2,0.0,5124
4,1,15,0.0,3,0.0,5124
5,1,15,0.0,4,0.0,5124
6,1,15,0.0,5,0.0,5124
7,1,15,0.0,6,0.0,5124
8,1,15,0.0,7,0.0,5124
9,1,15,0.0,8,0.0,5124
10,1,15,0.0,9,0.0,5124
11,1,15,0.0,10,0.0,5124
12,1,15,0.0,11,0.0,5124
13,1,15,0.0,12,0.0,5124
14,1,15,0.0,13,0.0,5124
15,1,15,0.0,14,0.0,5124
16,1,15,0.0,15,0.0,5124
17,1,15,0.0,16,0.0,5124
18,1,15,0.0,17,0.0,5124
19,1,15,0.0,18,0.0,5124
20,1,15,0.0,19,0.0,5124
21,1,15,0.0,20,0.0,5124
22,1,15,0.0,21,0.0,5124
23,1,15,0.0,22,0.0,5124
24,1,15,0.0,23,0.0,5124
25,1,15,0.0,24,0.0,5124
26,1,15,0.0,25,0.0,5124
27,1,15,0.0,26,0.0,5124
28,1,15,0.0,27,0.0,5124
29,1,15,0.0,28,0.0,5124
30,1,15,0.0,29,0.0,5124
31,1,15,0.0,30,0.0,5124
32,1,15,0.0,31,0.0,5124
33,1,15,0.0,32,0.0,5124
34,1,15,0.0,33,0.0,5124
35,1,15,0.0,34,0.0,5124
36,1,15,0.0,35,0.0,5124
37,1,15,0.0,36,0.0,5124
38,1,15,0.0,37,0.0,5124
39,1,15,0.0,38,0.0,5124
40,1,15,0.0,39,0.0,5124
41,1,15,0.0,40,0.0,5124
42,1,15,0.0,41,0.0,5124
43,1,15,0.0,42,0.0,5124
44,1,15,0.0,43,0.0,5124
45,1,15,0.0,44,0.0,5124
46,1,15,0.0,45,0.0,5124
47,1,15,0.0,46,0.0,5124
48,1,15,0.0,47,0.0,5124
49,1,15,0.0,48,0.0,5124
50,1,15,0.0,49,0.0,5124
51,1,15,0.0,50,0.0,5124
52,1,15,0.0,51,0.0,5124
53,1,15,0.0,52,0.0,5124
54,1,15,0.0,53,0.0,5124
55,1,15,0.0,54,0.0,5124
56,1,15,0.0,55,0.0,5124
57,1,15,0.0,56,0.0,5124
58,1,15,0.0,57,0.0,5124
59,1,15,0.0,58,0.0,5124
60,1,15,0.0,59,0.0,5124
61,1,15,0.0,60,0.0,5124
62,1,15,0.0,61,0.0,5124
63,1,15,0.0,62,0.0,5124
64,1,15,0.0,63,0.0,5124
65,1,15,0.0,64,0.0,5124
66,1,15,0.0,65,0.0,5124
67,1,15,0.0,66,0.0,5124
68,1,15,0.0,67,0.0,5124
69,1,15,0.0,68,0.0,5124
70,1,15,0.0,69,0.0,5124
71,1,15,0.0,70,0.0,5124
72,1,15,0.0,71,0.0,5124
73,1,15,0.0,72,0.0,5124
74,1,15,0.0,73,0.0,5124
75,1,15,0.0,74,0.0,5124
76,1,15,0.0,75,0.0,5124
77,1,15,0.0,76,0.0,5124
78,1,15,0.0,77,0.0,5124
79,1,15,0.0,78,0.0,5124
80,1,15,0.0,79,0.0,5124
81,1,15,0.0,80,0.0,5124
